16,0.885,0.8
18,0.85,0.83
20,0.87,0.81
22,0.825,0.77
24,0.87,0.76
26,0.86,0.83
28,0.87,0.79
30,0.815,0.8
32,0.83,0.83
34,0.83,0.87
36,0.82,0.79
38,0.84,0.76
40,0.845,0.86
42,0.875,0.87
