16,0.86,0.78
18,0.805,0.77
20,0.84,0.87
22,0.835,0.75
24,0.825,0.76
26,0.785,0.79
28,0.845,0.81
30,0.805,0.81
32,0.85,0.85
34,0.79,0.85
36,0.81,0.83
38,0.84,0.81
40,0.795,0.72
42,0.875,0.79
