16,0.91,0.83
18,0.96,0.88
20,0.95,0.9
22,0.955,0.84
24,0.96,0.87
26,0.97,0.81
28,0.985,0.89
30,0.97,0.84
32,0.97,0.87
34,0.97,0.77
36,0.955,0.75
38,0.985,0.73
40,0.965,0.71
42,0.965,0.71
