16,0.93,0.88
18,0.95,0.88
20,0.925,0.92
22,0.925,0.87
24,0.96,0.89
26,0.95,0.9
28,0.96,0.96
30,0.895,0.92
32,0.965,0.87
34,0.95,0.96
36,0.965,0.94
38,0.955,0.89
40,0.94,0.88
42,0.94,0.88
