16,1.0,0.99
18,1.0,0.99
20,1.0,1.0
22,0.995,0.97
24,0.995,0.98
26,0.985,0.96
28,1.0,0.96
30,0.985,0.92
32,0.98,0.96
34,0.945,0.93
36,0.96,0.87
38,0.935,0.79
40,0.875,0.63
42,0.875,0.63
