1000,1.0,0.34
2000,1.0,0.3
5000,1.0,0.37
10000,1.0,0.52
20000,1.0,0.58
50000,0.98,0.85
100000,0.945,0.87
200000,0.935,0.86
400000,0.94,0.88
800000,0.91,0.88
