1000,1.0,0.28
2000,1.0,0.27
5000,1.0,0.23
10000,1.0,0.21
20000,1.0,0.24
50000,1.0,0.77
100000,1.0,0.99
200000,1.0,0.99
400000,1.0,1.0
800000,1.0,1.0
