1000,1.0,0.34
2000,1.0,0.3
5000,1.0,0.37
10000,1.0,0.53
20000,1.0,0.59
50000,0.99,0.84
100000,0.95,0.87
200000,0.93,0.84
400000,0.95,0.87
800000,0.925,0.88
