1000,1.0,0.16
2000,1.0,0.18
5000,1.0,0.22
10000,1.0,0.34
20000,1.0,0.81
50000,1.0,0.99
100000,1.0,1.0
200000,1.0,1.0
400000,1.0,1.0
800000,1.0,1.0
